lake,year,ct
nhdhr_120018005,2011,Heavy consumption
nhdhr_120018005,2012,Heavy consumption
nhdhr_120018005,2013,Heavy consumption
nhdhr_120018005,2014,Heavy consumption
nhdhr_120018005,2015,Heavy consumption
nhdhr_120018005,2016,Heavy consumption
nhdhr_120018005,2017,Heavy consumption
nhdhr_120018005,2018,Heavy consumption
nhdhr_120018006,1979,Heavy consumption
nhdhr_120018006,1980,Heavy consumption
nhdhr_120018006,1981,Heavy consumption
nhdhr_120018006,1982,Heavy consumption
nhdhr_120018006,1983,Heavy consumption
nhdhr_120018006,1984,Heavy consumption
nhdhr_120018006,1985,Heavy consumption
nhdhr_120018006,1986,Heavy consumption
nhdhr_120018006,1987,Heavy consumption
nhdhr_120018006,1988,Heavy consumption
nhdhr_120018006,1989,Heavy consumption
nhdhr_120018006,1990,Heavy consumption
nhdhr_120018006,1991,Heavy consumption
nhdhr_120018006,1992,Heavy consumption
nhdhr_120018006,1993,Heavy consumption
nhdhr_120018006,1994,Heavy consumption
nhdhr_120018006,1995,Heavy consumption
nhdhr_120018006,1996,Heavy consumption
nhdhr_120018006,1997,Heavy consumption
nhdhr_120018006,1998,Heavy consumption
nhdhr_120018006,1999,Heavy consumption
nhdhr_120018006,2000,Heavy consumption
nhdhr_120018006,2001,Heavy consumption
nhdhr_120018006,2002,Heavy consumption
nhdhr_120018006,2003,Heavy consumption
nhdhr_120018006,2004,Heavy consumption
nhdhr_120018006,2005,Heavy consumption
nhdhr_120018006,2006,Heavy consumption
nhdhr_120018006,2007,Heavy consumption
nhdhr_120018006,2008,Heavy consumption
nhdhr_120018006,2009,Heavy consumption
nhdhr_120018006,2010,Heavy consumption
nhdhr_120018006,2011,Heavy consumption
nhdhr_120018006,2012,Heavy consumption
nhdhr_120018006,2013,Heavy consumption
nhdhr_120018006,2014,Heavy consumption
nhdhr_120018006,2015,Heavy consumption
nhdhr_120018006,2016,Heavy consumption
nhdhr_120018006,2017,Heavy consumption
nhdhr_120018006,2018,Heavy consumption
nhdhr_120018008,1979,Heavy consumption
nhdhr_120018008,1980,Heavy consumption
nhdhr_120018008,1981,Heavy consumption
nhdhr_120018008,1982,Heavy consumption
nhdhr_120018008,1983,Heavy consumption
nhdhr_120018008,1984,Heavy consumption
nhdhr_120018008,1985,Heavy consumption
nhdhr_120018008,1986,Heavy consumption
nhdhr_120018008,1987,Heavy consumption
nhdhr_120018008,1988,Heavy consumption
nhdhr_120018008,1989,Heavy consumption
nhdhr_120018008,1990,Heavy consumption
nhdhr_120018008,1991,Heavy consumption
nhdhr_120018008,1992,Heavy consumption
nhdhr_120018008,1993,Heavy consumption
nhdhr_120018008,1994,Heavy consumption
nhdhr_120018008,1995,Heavy consumption
nhdhr_120018008,1996,Heavy consumption
nhdhr_120018008,1997,Heavy consumption
nhdhr_120018008,1998,Heavy consumption
nhdhr_120018008,1999,Heavy consumption
nhdhr_120018008,2000,Heavy consumption
nhdhr_120018008,2001,Heavy consumption
nhdhr_120018008,2002,Heavy consumption
nhdhr_120018008,2003,Heavy consumption
nhdhr_120018008,2004,Heavy consumption
nhdhr_120018008,2005,Heavy consumption
nhdhr_120018008,2006,Heavy consumption
nhdhr_120018008,2007,Heavy consumption
nhdhr_120018008,2008,Heavy consumption
nhdhr_120018008,2009,Heavy consumption
nhdhr_120018008,2010,Heavy consumption
nhdhr_120018008,2011,Heavy consumption
nhdhr_120018008,2012,Heavy consumption
nhdhr_120018008,2013,Heavy consumption
nhdhr_120018008,2014,Heavy consumption
nhdhr_120018008,2015,Heavy consumption
nhdhr_120018008,2016,Heavy consumption
nhdhr_120018008,2017,Heavy consumption
nhdhr_120018008,2018,Heavy consumption
nhdhr_120018012,1979,Heavy consumption
nhdhr_120018012,1980,Heavy consumption
nhdhr_120018012,1981,Heavy consumption
nhdhr_120018012,1982,Heavy consumption
nhdhr_120018012,1983,Heavy consumption
nhdhr_120018012,1984,Heavy consumption
nhdhr_120018012,1985,Heavy consumption
nhdhr_120018012,1986,Heavy consumption
nhdhr_120018012,1987,Heavy consumption
nhdhr_120018012,1988,Heavy consumption
nhdhr_120018012,1989,Heavy consumption
nhdhr_120018012,1990,Heavy consumption
nhdhr_120018012,1991,Heavy consumption
nhdhr_120018012,1992,Heavy consumption
nhdhr_120018012,1993,Heavy consumption
nhdhr_120018012,1994,Heavy consumption
nhdhr_120018012,1995,Heavy consumption
nhdhr_120018012,1996,Heavy consumption
nhdhr_120018012,1997,Heavy consumption
nhdhr_120018012,1998,Heavy consumption
nhdhr_120018012,1999,Heavy consumption
nhdhr_120018012,2000,Heavy consumption
nhdhr_120018012,2001,Heavy consumption
nhdhr_120018012,2002,Heavy consumption
nhdhr_120018012,2003,Heavy consumption
nhdhr_120018012,2004,Heavy consumption
nhdhr_120018012,2005,Heavy consumption
nhdhr_120018012,2006,Heavy consumption
nhdhr_120018012,2007,Heavy consumption
nhdhr_120018012,2008,Heavy consumption
nhdhr_120018012,2009,Heavy consumption
nhdhr_120018012,2010,Heavy consumption
nhdhr_120018012,2011,Heavy consumption
nhdhr_120018012,2012,Heavy consumption
nhdhr_120018012,2013,Heavy consumption
nhdhr_120018012,2014,Heavy consumption
nhdhr_120018012,2015,Heavy consumption
nhdhr_120018012,2016,Heavy consumption
nhdhr_120018012,2017,Heavy consumption
nhdhr_120018012,2018,Heavy consumption
nhdhr_120018013,1979,Heavy consumption
nhdhr_120018013,1980,Heavy consumption
nhdhr_120018013,1981,Heavy consumption
nhdhr_120018013,1982,Heavy consumption
nhdhr_120018013,1983,Heavy consumption
nhdhr_120018013,1984,Heavy consumption
nhdhr_120018013,1985,Heavy consumption
nhdhr_120018013,1986,Heavy consumption
nhdhr_120018013,1987,Heavy consumption
nhdhr_120018013,1988,Heavy consumption
nhdhr_120018013,1989,Heavy consumption
nhdhr_120018013,1990,Heavy consumption
nhdhr_120018013,1991,Heavy consumption
nhdhr_120018013,1992,Heavy consumption
nhdhr_120018013,1993,Heavy consumption
nhdhr_120018013,1994,Heavy consumption
nhdhr_120018013,1995,Heavy consumption
nhdhr_120018013,1996,Heavy consumption
nhdhr_120018013,1997,Heavy consumption
nhdhr_120018013,1998,Heavy consumption
nhdhr_120018013,1999,Heavy consumption
nhdhr_120018013,2000,Heavy consumption
nhdhr_120018013,2001,Heavy consumption
nhdhr_120018013,2002,Heavy consumption
nhdhr_120018013,2003,Heavy consumption
nhdhr_120018013,2004,Heavy consumption
nhdhr_120018013,2005,Heavy consumption
nhdhr_120018013,2006,Heavy consumption
nhdhr_120018013,2007,Heavy consumption
nhdhr_120018013,2008,Heavy consumption
nhdhr_120018013,2009,Heavy consumption
nhdhr_120018013,2010,Heavy consumption
nhdhr_120018013,2011,Heavy consumption
nhdhr_120018013,2012,Heavy consumption
nhdhr_120018013,2013,Heavy consumption
nhdhr_120018013,2014,Heavy consumption
nhdhr_120018013,2015,Heavy consumption
nhdhr_120018013,2016,Heavy consumption
nhdhr_120018013,2017,Heavy consumption
nhdhr_120018013,2018,Heavy consumption
nhdhr_120018014,1979,Heavy consumption
nhdhr_120018014,1980,Heavy consumption
nhdhr_120018014,1981,Low consumption
nhdhr_120018014,1982,Heavy consumption
nhdhr_120018014,1983,Heavy consumption
nhdhr_120018014,1984,Low consumption
nhdhr_120018014,1985,Low consumption
nhdhr_120018014,1986,Heavy consumption
nhdhr_120018014,1987,Low consumption
nhdhr_120018014,1988,Heavy consumption
nhdhr_120018014,1989,Low consumption
nhdhr_120018014,1990,Low consumption
nhdhr_120018014,1991,Heavy consumption
nhdhr_120018014,1992,Heavy consumption
nhdhr_120018014,1993,Low consumption
nhdhr_120018014,1994,Low consumption
nhdhr_120018014,1995,Low consumption
nhdhr_120018014,1996,Low consumption
nhdhr_120018014,1997,Low consumption
nhdhr_120018014,1998,Low consumption
nhdhr_120018014,1999,Heavy consumption
nhdhr_120018014,2000,Heavy consumption
nhdhr_120018014,2001,Heavy consumption
nhdhr_120018014,2002,Heavy consumption
nhdhr_120018014,2003,Low consumption
nhdhr_120018014,2004,Heavy consumption
nhdhr_120018014,2005,Heavy consumption
nhdhr_120018014,2006,Heavy consumption
nhdhr_120018014,2007,Heavy consumption
nhdhr_120018014,2008,Heavy consumption
nhdhr_120018014,2009,Low consumption
nhdhr_120018014,2010,Heavy consumption
nhdhr_120018014,2011,Low consumption
nhdhr_120018014,2012,Heavy consumption
nhdhr_120018014,2013,Heavy consumption
nhdhr_120018014,2014,Heavy consumption
nhdhr_120018014,2015,Heavy consumption
nhdhr_120018014,2016,Heavy consumption
nhdhr_120018014,2017,Heavy consumption
nhdhr_120018014,2018,Heavy consumption
nhdhr_120018017,1979,Heavy consumption
nhdhr_120018017,1980,Heavy consumption
nhdhr_120018017,1981,Heavy consumption
nhdhr_120018017,1982,Heavy consumption
nhdhr_120018017,1983,Heavy consumption
nhdhr_120018017,1984,Heavy consumption
nhdhr_120018017,1985,Heavy consumption
nhdhr_120018017,1986,Heavy consumption
nhdhr_120018017,1987,Heavy consumption
nhdhr_120018017,1988,Heavy consumption
nhdhr_120018017,1989,Heavy consumption
nhdhr_120018017,1990,Heavy consumption
nhdhr_120018017,1991,Heavy consumption
nhdhr_120018017,1992,Heavy consumption
nhdhr_120018017,1993,Heavy consumption
nhdhr_120018017,1994,Heavy consumption
nhdhr_120018017,1995,Heavy consumption
nhdhr_120018017,1996,Heavy consumption
nhdhr_120018017,1997,Heavy consumption
nhdhr_120018017,1998,Heavy consumption
nhdhr_120018017,1999,Heavy consumption
nhdhr_120018017,2000,Heavy consumption
nhdhr_120018017,2001,Heavy consumption
nhdhr_120018017,2002,Heavy consumption
nhdhr_120018017,2003,Heavy consumption
nhdhr_120018017,2004,Heavy consumption
nhdhr_120018017,2005,Heavy consumption
nhdhr_120018017,2006,Heavy consumption
nhdhr_120018017,2007,Heavy consumption
nhdhr_120018017,2008,Heavy consumption
nhdhr_120018017,2009,Heavy consumption
nhdhr_120018017,2010,Heavy consumption
nhdhr_120018017,2011,Heavy consumption
nhdhr_120018017,2012,Heavy consumption
nhdhr_120018017,2013,Heavy consumption
nhdhr_120018017,2014,Heavy consumption
nhdhr_120018017,2015,Heavy consumption
nhdhr_120018017,2016,Heavy consumption
nhdhr_120018017,2017,Heavy consumption
nhdhr_120018017,2018,Heavy consumption
nhdhr_120018022,1979,Heavy consumption
nhdhr_120018022,1980,Heavy consumption
nhdhr_120018022,1981,Heavy consumption
nhdhr_120018022,1982,Heavy consumption
nhdhr_120018022,1983,Heavy consumption
nhdhr_120018022,1984,Heavy consumption
nhdhr_120018022,1985,Heavy consumption
nhdhr_120018022,1986,Heavy consumption
nhdhr_120018022,1987,Heavy consumption
nhdhr_120018022,1988,Heavy consumption
nhdhr_120018022,1989,Heavy consumption
nhdhr_120018022,1990,Heavy consumption
nhdhr_120018022,1991,Heavy consumption
nhdhr_120018022,1992,Heavy consumption
nhdhr_120018022,1993,Heavy consumption
nhdhr_120018022,1994,Heavy consumption
nhdhr_120018022,1995,Heavy consumption
nhdhr_120018022,1996,Heavy consumption
nhdhr_120018022,1997,Heavy consumption
nhdhr_120018022,1998,Heavy consumption
nhdhr_120018022,1999,Heavy consumption
nhdhr_120018022,2000,Heavy consumption
nhdhr_120018022,2001,Heavy consumption
nhdhr_120018022,2002,Heavy consumption
nhdhr_120018022,2003,Heavy consumption
nhdhr_120018022,2004,Heavy consumption
nhdhr_120018022,2005,Heavy consumption
nhdhr_120018022,2006,Heavy consumption
nhdhr_120018022,2007,Heavy consumption
nhdhr_120018022,2008,Heavy consumption
nhdhr_120018022,2009,Heavy consumption
nhdhr_120018022,2010,Heavy consumption
nhdhr_120018022,2011,Heavy consumption
nhdhr_120018022,2012,Heavy consumption
nhdhr_120018022,2013,Heavy consumption
nhdhr_120018022,2014,Heavy consumption
nhdhr_120018022,2015,Heavy consumption
nhdhr_120018022,2016,Heavy consumption
nhdhr_120018022,2017,Heavy consumption
nhdhr_120018022,2018,Heavy consumption
nhdhr_120018025,1979,Low consumption
nhdhr_120018025,1980,Heavy consumption
nhdhr_120018025,1981,Low consumption
nhdhr_120018025,1982,Heavy consumption
nhdhr_120018025,1983,Heavy consumption
nhdhr_120018025,1984,Low consumption
nhdhr_120018025,1985,Low consumption
nhdhr_120018025,1986,Low consumption
nhdhr_120018025,1987,Low consumption
nhdhr_120018025,1988,Low consumption
nhdhr_120018025,1989,Low consumption
nhdhr_120018025,1990,Low consumption
nhdhr_120018025,1991,Heavy consumption
nhdhr_120018025,1992,Low consumption
nhdhr_120018025,1993,Low consumption
nhdhr_120018025,1994,Heavy consumption
nhdhr_120018025,1995,Heavy consumption
nhdhr_120018025,1996,Heavy consumption
nhdhr_120018025,1997,Low consumption
nhdhr_120018025,1998,Low consumption
nhdhr_120018025,1999,Heavy consumption
nhdhr_120018025,2000,Low consumption
nhdhr_120018025,2001,Heavy consumption
nhdhr_120018025,2002,Heavy consumption
nhdhr_120018025,2003,Low consumption
nhdhr_120018025,2004,Low consumption
nhdhr_120018025,2005,Low consumption
nhdhr_120018025,2006,Heavy consumption
nhdhr_120018025,2007,Low consumption
nhdhr_120018025,2008,Low consumption
nhdhr_120018025,2009,Low consumption
nhdhr_120018025,2010,Heavy consumption
nhdhr_120018025,2011,Low consumption
nhdhr_120018025,2012,Low consumption
nhdhr_120018025,2013,Low consumption
nhdhr_120018025,2014,Heavy consumption
nhdhr_120018025,2015,Low consumption
nhdhr_120018025,2016,Low consumption
nhdhr_120018025,2017,Low consumption
nhdhr_120018025,2018,Heavy consumption
nhdhr_120018027,1979,Heavy consumption
nhdhr_120018027,1980,Heavy consumption
nhdhr_120018027,1981,Heavy consumption
nhdhr_120018027,1982,Heavy consumption
nhdhr_120018027,1983,Heavy consumption
nhdhr_120018027,1984,Heavy consumption
nhdhr_120018027,1985,Heavy consumption
nhdhr_120018027,1986,Heavy consumption
nhdhr_120018027,1987,Heavy consumption
nhdhr_120018027,1988,Heavy consumption
nhdhr_120018027,1989,Heavy consumption
nhdhr_120018027,1990,Heavy consumption
nhdhr_120018027,1991,Heavy consumption
nhdhr_120018027,1992,Heavy consumption
nhdhr_120018027,1993,Heavy consumption
nhdhr_120018027,1994,Heavy consumption
nhdhr_120018027,1995,Heavy consumption
nhdhr_120018027,1996,Heavy consumption
nhdhr_120018027,1997,Heavy consumption
nhdhr_120018027,1998,Heavy consumption
nhdhr_120018027,1999,Heavy consumption
nhdhr_120018027,2000,Heavy consumption
nhdhr_120018027,2001,Heavy consumption
nhdhr_120018027,2002,Heavy consumption
nhdhr_120018027,2003,Heavy consumption
nhdhr_120018027,2004,Heavy consumption
nhdhr_120018027,2005,Heavy consumption
nhdhr_120018027,2006,Heavy consumption
nhdhr_120018027,2007,Heavy consumption
nhdhr_120018027,2008,Heavy consumption
nhdhr_120018027,2009,Heavy consumption
nhdhr_120018027,2010,Heavy consumption
nhdhr_120018027,2011,Heavy consumption
nhdhr_120018027,2012,Heavy consumption
nhdhr_120018027,2013,Heavy consumption
nhdhr_120018027,2014,Heavy consumption
nhdhr_120018027,2015,Heavy consumption
nhdhr_120018027,2016,Heavy consumption
nhdhr_120018027,2017,Heavy consumption
nhdhr_120018027,2018,Heavy consumption
nhdhr_120018032,1979,Heavy consumption
nhdhr_120018032,1980,Heavy consumption
nhdhr_120018032,1981,Heavy consumption
nhdhr_120018032,1982,Heavy consumption
nhdhr_120018032,1983,Heavy consumption
nhdhr_120018032,1984,Heavy consumption
nhdhr_120018032,1985,Heavy consumption
nhdhr_120018032,1986,Heavy consumption
nhdhr_120018032,1987,Heavy consumption
nhdhr_120018032,1988,Heavy consumption
nhdhr_120018032,1989,Heavy consumption
nhdhr_120018032,1990,Heavy consumption
nhdhr_120018032,1991,Heavy consumption
nhdhr_120018032,1992,Heavy consumption
nhdhr_120018032,1993,Heavy consumption
nhdhr_120018032,1994,Heavy consumption
nhdhr_120018032,1995,Heavy consumption
nhdhr_120018032,1996,Heavy consumption
nhdhr_120018032,1997,Heavy consumption
nhdhr_120018032,1998,Heavy consumption
nhdhr_120018032,1999,Heavy consumption
nhdhr_120018032,2000,Heavy consumption
nhdhr_120018032,2001,Heavy consumption
nhdhr_120018032,2002,Heavy consumption
nhdhr_120018032,2003,Heavy consumption
nhdhr_120018032,2004,Heavy consumption
nhdhr_120018032,2005,Heavy consumption
nhdhr_120018032,2006,Heavy consumption
nhdhr_120018032,2007,Heavy consumption
nhdhr_120018032,2008,Heavy consumption
nhdhr_120018032,2009,Heavy consumption
nhdhr_120018032,2010,Heavy consumption
nhdhr_120018032,2011,Heavy consumption
nhdhr_120018032,2012,Heavy consumption
nhdhr_120018032,2013,Heavy consumption
nhdhr_120018032,2014,Heavy consumption
nhdhr_120018032,2015,Heavy consumption
nhdhr_120018032,2016,Heavy consumption
nhdhr_120018032,2017,Heavy consumption
nhdhr_120018032,2018,Heavy consumption
nhdhr_120018036,1979,Low consumption
nhdhr_120018036,1980,Low consumption
nhdhr_120018036,1981,Low consumption
nhdhr_120018036,1982,Low consumption
nhdhr_120018036,1983,Low consumption
nhdhr_120018036,1984,Low consumption
nhdhr_120018036,1985,Low consumption
nhdhr_120018036,1986,Low consumption
nhdhr_120018036,1987,Low consumption
nhdhr_120018036,1988,Heavy consumption
nhdhr_120018036,1989,Low consumption
nhdhr_120018036,1990,Low consumption
nhdhr_120018036,1991,Heavy consumption
nhdhr_120018036,1992,Low consumption
nhdhr_120018036,1993,Low consumption
nhdhr_120018036,1994,Low consumption
nhdhr_120018036,1995,Low consumption
nhdhr_120018036,1996,Heavy consumption
nhdhr_120018036,1997,Low consumption
nhdhr_120018036,1998,Heavy consumption
nhdhr_120018036,1999,Heavy consumption
nhdhr_120018036,2000,Heavy consumption
nhdhr_120018036,2001,Low consumption
nhdhr_120018036,2002,Low consumption
nhdhr_120018036,2003,Low consumption
nhdhr_120018036,2004,Low consumption
nhdhr_120018036,2005,Heavy consumption
nhdhr_120018036,2006,Heavy consumption
nhdhr_120018036,2007,Heavy consumption
nhdhr_120018036,2008,Low consumption
nhdhr_120018036,2009,Low consumption
nhdhr_120018036,2010,Low consumption
nhdhr_120018036,2011,Low consumption
nhdhr_120018036,2012,Low consumption
nhdhr_120018036,2013,Heavy consumption
nhdhr_120018036,2014,Low consumption
nhdhr_120018036,2015,Low consumption
nhdhr_120018036,2016,Low consumption
nhdhr_120018036,2017,Low consumption
nhdhr_120018036,2018,Heavy consumption
nhdhr_120018038,1979,Heavy consumption
nhdhr_120018038,1980,Heavy consumption
nhdhr_120018038,1981,Heavy consumption
nhdhr_120018038,1982,Heavy consumption
nhdhr_120018038,1983,Heavy consumption
nhdhr_120018038,1984,Heavy consumption
nhdhr_120018038,1985,Heavy consumption
nhdhr_120018038,1986,Heavy consumption
nhdhr_120018038,1987,Heavy consumption
nhdhr_120018038,1988,Heavy consumption
nhdhr_120018038,1989,Heavy consumption
nhdhr_120018038,1990,Heavy consumption
nhdhr_120018038,1991,Heavy consumption
nhdhr_120018038,1992,Heavy consumption
nhdhr_120018038,1993,Heavy consumption
nhdhr_120018038,1994,Heavy consumption
nhdhr_120018038,1995,Heavy consumption
nhdhr_120018038,1996,Heavy consumption
nhdhr_120018038,1997,Heavy consumption
nhdhr_120018038,1998,Heavy consumption
nhdhr_120018038,1999,Heavy consumption
nhdhr_120018038,2000,Heavy consumption
nhdhr_120018038,2001,Heavy consumption
nhdhr_120018038,2002,Heavy consumption
nhdhr_120018038,2003,Heavy consumption
nhdhr_120018038,2004,Heavy consumption
nhdhr_120018038,2005,Heavy consumption
nhdhr_120018038,2006,Heavy consumption
nhdhr_120018038,2007,Heavy consumption
nhdhr_120018038,2008,Heavy consumption
nhdhr_120018038,2009,Heavy consumption
nhdhr_120018038,2010,Heavy consumption
nhdhr_120018038,2011,Heavy consumption
nhdhr_120018038,2012,Heavy consumption
nhdhr_120018038,2013,Heavy consumption
nhdhr_120018038,2014,Heavy consumption
nhdhr_120018038,2015,Heavy consumption
nhdhr_120018038,2016,Heavy consumption
nhdhr_120018038,2017,Heavy consumption
nhdhr_120018038,2018,Heavy consumption
nhdhr_120018046,1979,Heavy consumption
nhdhr_120018046,1980,Heavy consumption
nhdhr_120018046,1981,Heavy consumption
nhdhr_120018046,1982,Heavy consumption
nhdhr_120018046,1983,Heavy consumption
nhdhr_120018046,1984,Heavy consumption
nhdhr_120018046,1985,Heavy consumption
nhdhr_120018046,1986,Heavy consumption
nhdhr_120018046,1987,Heavy consumption
nhdhr_120018046,1988,Heavy consumption
nhdhr_120018046,1989,Heavy consumption
nhdhr_120018046,1990,Heavy consumption
nhdhr_120018046,1991,Heavy consumption
nhdhr_120018046,1992,Heavy consumption
nhdhr_120018046,1993,Heavy consumption
nhdhr_120018046,1994,Heavy consumption
nhdhr_120018046,1995,Heavy consumption
nhdhr_120018046,1996,Heavy consumption
nhdhr_120018046,1997,Heavy consumption
nhdhr_120018046,1998,Heavy consumption
nhdhr_120018046,1999,Heavy consumption
nhdhr_120018046,2000,Heavy consumption
nhdhr_120018046,2001,Heavy consumption
nhdhr_120018046,2002,Heavy consumption
nhdhr_120018046,2003,Heavy consumption
nhdhr_120018046,2004,Heavy consumption
nhdhr_120018046,2005,Heavy consumption
nhdhr_120018046,2006,Heavy consumption
nhdhr_120018046,2007,Heavy consumption
nhdhr_120018046,2008,Heavy consumption
